crop_type,soil_pH,N,P,K,nutrient_release_rate,fertilizer_type,fertilizer_amount,fertilizer_timing
maize,6.731726376364609,1.0587354278694328,0.47395808685578045,1.0511550554148221,54.18176148422768,Urea,109.48784843075421,25.060520381701913
maize,5.965918949507268,2.3606377696756473,1.1701868730613376,1.826368024997611,48.303290028854505,Urea,109.35323928520812,26.391855990325496
rice,5.548801563113076,1.006116865601569,0.5294288417577468,0.4046736521941792,63.48367340065625,DAP,130.22145170134573,19.224996676541473
maize,7.24019774780186,2.0623408475738385,0.705915726398818,0.4636255439817113,64.8392776158691,DAP,120.05418938315358,19.819118422169222
rice,5.5425388217007745,2.150264391857408,0.6704384920478343,1.3665146833139508,50.287538135251026,Urea,108.18063991789512,21.99062620492306
rice,7.249403345368399,1.4909042069219636,1.4364431852864676,1.8518082635405553,78.00914524620525,DAP,131.04223755488084,17.580849089314587
rice,6.557874268054424,1.272697819696631,1.4608274133459302,0.7821706566430843,73.14128646357659,DAP,135.4975762698871,21.461724368958873
maize,7.378135397025792,1.4002488648395193,0.5196185330816726,1.1514268394891345,65.27094614198859,DAP,113.69230644627153,16.769834384050498
wheat,7.097566471547331,0.9539293887307283,0.326442192357005,1.1207444826525093,63.79000209368055,DAP,119.46696912985188,19.339707559619765
rice,7.495868221066675,2.2787818322576885,1.1640096475957358,1.1567541537528163,62.31350625792301,DAP,112.54147218125864,20.94239757085723
wheat,6.20142363090342,1.4012393134595158,0.8015879206445811,1.3960315131675922,61.85366319309229,DAP,124.24661438869411,21.79058388949942
wheat,7.034376577862254,2.2649188809122,0.40660829410507726,1.1515900207850942,42.56346822087766,Urea,99.53615359783919,28.989312136605555
maize,6.303861827218484,0.7113869598125482,1.120504926692451,1.1159490261159326,41.38921074045731,Urea,107.95698902268806,27.278836817147475
wheat,6.459751240607818,2.476550542000263,0.9541266339128396,1.1588614726900168,48.904819978411446,Urea,116.95070642400168,24.696636553585265
wheat,6.75501092643674,1.3865461748872365,1.4766201864013273,1.3453879060336664,71.29576257870784,DAP,130.1809616115352,20.817532638527133
maize,7.247354228372678,0.5956616407882109,0.5728913950336547,1.2592119813621734,59.9273722055097,Urea,116.85213127604086,23.3457794724737
rice,7.46816693839859,0.5760436964749098,0.7847734515918579,1.766617596240807,52.20740503926629,Urea,107.28838181551814,25.415734439622305
wheat,7.036546827729037,1.9924145149636772,0.9510549640745074,0.47919496558986663,71.4382137592806,DAP,114.71718869520514,18.793567295392048
maize,6.335533564334668,1.8180710684073615,1.250039986144022,1.73330731435682,41.93858349064782,Urea,104.69773371651895,29.384729374645367
wheat,6.34271400455414,2.104261116255175,0.9586063880640705,1.7502793801787586,47.318396517598316,Urea,109.33110086401439,24.49186226225997
wheat,6.975164603177783,0.7107350679056119,1.035480193034339,0.8558528344495374,54.528843938457165,Urea,109.35281443067731,22.055958254090694
rice,5.977554291536604,0.5711417340710967,0.5713764619079289,1.1405631280253612,48.287847634568514,Urea,114.38270196462618,27.005847683368092
wheat,5.72094822626279,1.517158578895157,1.3163024737062718,1.1016615816598967,62.40216366461365,DAP,122.12711838659781,18.029278962122085
maize,6.209244315281553,1.275190462965539,0.8143566563645708,0.7496157349666085,63.2507958682493,DAP,122.76486280621903,21.209120258798187
wheat,6.074477983308164,1.4238938733419115,0.4691515530261231,1.0348749553381063,75.00174151932345,DAP,135.64179150029156,16.866360839677945
rice,6.09261624091198,2.483176817740548,1.0970254974065008,0.47102043547336714,59.00537498604419,Urea,117.9078326809198,19.486878042880832
rice,5.96721550209982,2.4414999153413404,0.559308543822369,0.8445153164507752,65.11663243473465,DAP,117.31956706407057,18.602475110147072
maize,5.584186379272724,2.3846307793463857,0.41707501228715965,1.7066914807211488,42.242846355731075,Urea,108.91623792645065,27.10919390868998
rice,5.535747869466828,2.0676853535353477,1.3343842900851268,0.8552996828206361,64.41382022606842,DAP,128.88749513817325,22.743780445177517
wheat,7.475444779472063,1.2096827205137808,0.8521947173861275,1.709130669997196,63.38319983705491,DAP,119.04241492963601,19.679124066367905
rice,6.355546267471725,1.3242618605255432,1.1991404552349316,1.2505591433670893,65.40692108073222,DAP,124.49684729616186,22.80468647559032
maize,6.268653294319363,1.599232087437849,0.6487050717676262,1.807780283777856,69.4146899705615,DAP,131.80923404018014,19.30195146394458
rice,6.85929456538614,2.1610689128096796,1.2443641619011996,1.3196472868230642,52.42741872529232,Urea,111.22816305885976,26.892543786752245
rice,5.936507775730128,0.6374256650365355,0.4343231124258364,0.44746915690358374,57.6749496175996,Urea,130.18326163195576,21.488531897160023
rice,7.399922367900451,1.3485937717697762,0.7271680485538232,1.480672332075343,50.379269648114075,Urea,112.31888562989573,24.78859992935504
maize,7.072690028831104,0.6652353269185374,1.4736741815682342,0.47176570883770985,70.42166346167905,DAP,109.27211058181251,19.610468168170275
rice,5.678822004624519,1.5293151731470231,1.2527876596416072,1.1209552303730144,68.10928416864988,DAP,136.47475362788515,19.208193823922013
rice,6.335161551569857,2.297801648012471,0.8967071163776257,1.8870827111569826,66.16085237054158,DAP,119.18577061379705,22.057792583128
wheat,7.258236615124329,2.064969849127876,0.7077329658742622,0.6643263029405603,48.250712753736686,Urea,102.48873862933571,21.109658723298462
maize,7.38946404458282,0.9556848350862199,1.3465628400269718,1.0237957647064706,65.84283512960371,DAP,120.17723640401259,25.091960538698768
rice,6.4348030224997395,2.451981699197585,0.9538173109014187,1.5677764941575654,62.844781735048244,DAP,111.84195156684753,22.86211469347585
maize,6.726822778421416,1.8347007960928567,1.2101100214429332,1.811613689751756,48.99522541873869,Urea,107.28567520252807,24.95436871630836
rice,5.834067892184151,0.5208553987948061,1.2049292163793968,1.4735088075880127,59.53540693452862,Urea,129.33639740291744,21.034734572486723
rice,7.482337252273953,1.010826969370439,0.32153481428219016,0.8130772067058708,64.9842411775536,DAP,119.35994634014989,18.77188642383681
rice,5.963343402766887,1.021426599839833,0.4515045393511361,1.4793725646659461,57.718878913669045,Urea,123.87580923906309,23.975567274238763
wheat,7.385463548270251,0.6385086125717199,1.0915552396736907,0.874764225766544,50.29624528961272,Urea,104.965876429929,26.90108975070089
wheat,6.799293297984737,2.419653036151858,0.49394377354304575,1.5494867677099764,60.54656728757171,DAP,109.63962388777882,21.51097755746869
wheat,6.7154735897577185,1.4565105891518475,0.6065920135867255,1.9264530041360648,68.13899972227871,DAP,125.84011903114731,21.77228090927339
maize,6.525377022033017,2.2916291947437637,1.4359655450395286,1.5542295217700612,58.33881720281454,Urea,122.02768599273338,20.683834745633394
maize,5.961339623435517,1.1444310068892567,0.9722187100498942,1.78060880465986,76.11855092380176,DAP,135.28939936750905,14.9968130228858
wheat,5.8530560640110165,0.7504671408656542,1.2008754083992166,0.4033661490814135,56.84941962528886,Urea,120.88971760570756,26.57185652290444
maize,5.940972418140351,1.4486722198124278,0.9695768865391678,1.548115399570551,67.783822014146,DAP,121.1300899004255,20.847070622833286
rice,5.872876524288509,0.7279132694286343,0.9630163377392702,1.7273400909844008,40.57847403246359,Urea,122.17154973833425,30.620154193887576
rice,7.059168947133506,1.4720310059550799,0.4129822921508375,0.4648939800714903,50.692029685704114,Urea,112.51831029067581,23.084511677513383
rice,6.20025051833346,2.3405943624388152,0.7123958311309236,1.7945563636611692,36.100028705633086,Urea,104.78933142376671,27.32294060477261
wheat,5.615685353126793,1.5415362836684254,0.6389170784238141,0.8107107652960734,48.61359948717872,Urea,115.24248673925642,24.6987015149313
maize,7.438205260281623,1.732999453790167,0.7688740387363359,1.4644673631648883,48.91852384976503,Urea,107.90807539881867,23.676325161992466
wheat,7.267571769926851,0.8132768739476166,1.258013025869194,1.6805678064374505,48.21727871238366,Urea,112.94054968858585,26.945546806741802
maize,7.355504566390426,0.587471251759939,0.7463192015002378,1.4602632208949688,57.730111721269026,Urea,113.80868481733656,21.178714369766404
rice,7.489815645292871,0.7216159243596141,0.8420361830780192,0.5476556673172116,69.65900515670758,DAP,123.63889063479769,16.758958736853145
wheat,5.847790498438974,1.6970631513687313,0.7768576685823798,1.3541144301765895,56.532852211278964,Urea,120.43774727403856,23.32417516112677
maize,6.292484037805318,0.6900233979846093,0.4120895663703547,1.27933385075543,63.43207282779112,DAP,121.03505405029618,18.39040580001224
maize,7.016476951408182,1.2519857798826228,0.8292865899009405,1.8405140289188346,64.61397896381067,DAP,121.89225458788744,17.01687844790602
rice,6.892041236107584,1.600183880916312,0.534731127653418,1.0467835674307349,48.249253224375074,Urea,112.50577592245611,25.79173850041003
wheat,5.80779181267971,1.277305597259694,0.5240679549276498,0.9137297553392802,50.536256086664075,Urea,115.43462399312412,21.340683087980356
wheat,7.131666249981236,0.827367602930603,0.4128433253211196,1.599761223098346,51.09773563056051,Urea,106.25427533985882,26.221238103422692
wheat,5.948881143673321,1.047582615028213,0.7280051689701177,1.0602805217334348,51.41749663670277,Urea,117.81473683735723,21.784083556483576
rice,5.947635229645246,2.356635065697154,1.2089782617473008,1.433753880008101,63.55391423162337,DAP,123.78591573556075,16.452478157673493
wheat,6.573948845786827,1.8519645511727107,0.6317300287000753,1.4343201441993711,60.08813414872229,DAP,115.40877769644545,21.385966455101723
rice,6.685879869683406,1.492095677359773,0.6748189222626162,1.8208625029761887,68.70806991559691,DAP,118.58344018825711,19.676768031913895
rice,6.660172415675622,0.525429779973787,1.0712095892069082,1.3579078437105558,75.02686653709019,DAP,128.76763706334827,18.474890166236825
rice,5.68297367479551,2.4848308009789406,0.5350089751043026,1.203445775939179,59.785194765563496,Urea,125.20672377049901,22.408472968362656
maize,7.254921725260761,1.8429098697892865,1.376349516508241,0.6221941222344273,48.2382786455863,Urea,105.86819798777367,23.409891164088624
wheat,6.031200085177412,1.1338449546898899,0.9242286279018652,0.5851801706859286,67.75450239381972,DAP,122.59701583084015,21.099771643707292
wheat,5.759029842565608,2.2585373199956766,0.8371235283842604,0.6469145044529271,68.947152027702,DAP,123.42186605860721,21.23613140464889
rice,7.277496159737955,1.0168632405836362,0.9693842303150417,0.6749575701233512,69.15364168592751,DAP,122.01597890859132,16.84238323731067
rice,7.411302996459507,1.5880331583655032,0.4992411760994345,1.4206033482618143,73.56278156182337,DAP,118.0612685865928,17.569153254133763
wheat,7.224255234530901,1.7721415274596501,1.0361677663670115,1.5855700004393256,59.40295186523659,Urea,125.7261677915911,21.630234386210986
rice,7.119032149449756,0.9421267429074569,0.7357208839608125,1.24798643668227,50.22468377596462,Urea,107.488242338475,25.37335803278668
wheat,6.8104839612780435,2.456794557601192,1.3766236091575428,1.7264283720727858,62.32958618514764,DAP,106.21926051533535,20.89127656090749
maize,6.601714741218279,1.996383811957995,0.5026250480132234,1.9860211627738131,60.769050402410436,DAP,118.30199820220919,21.633529335130913
rice,5.6739735198228205,1.6156264510221399,0.9084613246385291,1.7120202065909695,59.54872981203746,Urea,121.99420288901435,23.419012116872146
wheat,6.316906426141397,0.8611891963506018,1.0177351552428215,1.5118117978815349,71.57572383402169,DAP,131.91949500732696,16.299576650591227
rice,6.245377034024628,0.6077164139960523,0.34006032214365745,1.2519883190994348,48.778404887063466,Urea,114.48078894575345,26.841224804402607
wheat,6.019507567520653,1.140119665041967,0.7364317497073682,1.1181649146795332,62.023608378508634,DAP,117.9474512723029,23.67518294950991
wheat,6.946840227377169,2.006374671826806,1.1791622816409992,0.5350278088712678,68.6194227309036,DAP,120.00549313417243,22.68244316770666
rice,6.491751470157542,1.0386625966040501,1.284453008938768,1.0389899974315056,52.293280380567005,Urea,115.55430973580744,20.025281237555184
maize,5.662092431815296,1.5791124409910102,0.6757943937807388,1.856215418851415,55.23127387335756,Urea,109.004730913386,23.064814523762298
wheat,5.940366403899622,1.9558943534614863,1.2583119268593015,1.6928362078504846,48.778122365548,Urea,121.25815007178295,21.436362141628422
wheat,6.866517527319192,0.7158874292929287,1.4613070525240666,0.7456821840186996,62.73786673152612,DAP,114.15428297329639,16.30851260099652
wheat,5.652261718980601,1.8705960322317468,1.328248723290113,1.1465724555155454,56.75827922417787,Urea,127.8788780443418,23.260702327961596
maize,7.202413828097537,0.6837417754200894,0.44117278579119024,1.7067571240936714,63.61973764585032,DAP,119.12209915265545,20.11577512054418
maize,6.490293054027949,2.430259484253993,1.1876763985026486,0.507815287656836,55.2024608321358,Urea,118.81798191111159,24.03896365390075
rice,6.461173154653296,1.4767882601298792,0.6836001989286536,1.019828137069855,64.27876770427098,DAP,127.00851202930247,21.688625068893337
maize,6.684815569319035,0.8013522154197548,1.4860991872944918,1.7629459789983164,67.90000103424832,DAP,125.1815830374163,22.12579160594134
rice,7.149361931850298,1.184767272067093,0.8824307797918645,1.046236582672198,61.70675792065085,DAP,119.64167617472627,21.595813474416303
rice,6.195618415804386,1.326832898590523,0.4469206780307292,0.5241834315703054,43.74435289392209,Urea,109.44643745502442,32.72340536646155
maize,6.856032305118127,2.0163700221530747,1.170222657632869,1.2680549896516022,55.44286592585546,Urea,115.8464014372831,23.979959932213788
rice,6.631463927991582,1.9868475721532186,0.6876134380634567,1.7787879918692728,47.077154237862416,Urea,107.15148382790082,29.561811817775695
maize,6.034056540338843,1.723881010674662,1.496493788497994,1.3444568687250555,47.027203097777395,Urea,111.32898365903237,21.226163469618285
rice,7.257259972710316,0.7118614251169859,1.4757389494254263,0.7620465731427709,59.554727062921145,Urea,124.27001161404564,24.833060940224904
maize,7.094852043213856,0.8031387431753472,1.0873608216246968,1.0147833922198102,60.644904917315515,DAP,111.87171480906792,21.445007545214224
maize,6.816903669316851,0.6875138412911133,0.4557917387420611,1.1201973778910914,57.35405663818457,Urea,116.09950126950788,18.897088489690088
rice,7.201163458188484,1.6543455665751001,1.1242331972100348,1.326826166112843,58.616392519700845,Urea,114.73136340445548,23.256172462545987
wheat,7.234588401919605,2.2542768830228077,0.4116365837520326,1.614961641204181,58.419706749489,Urea,112.32510968119139,21.868176899184665
rice,6.91672595343007,1.3676010245095436,0.3352369909228708,0.5581977882250166,71.48411105442254,DAP,125.87884154835538,19.71487318056952
maize,7.174026656727344,0.8216963479154924,1.2875501354657832,1.8234432528281062,56.77968936145532,Urea,116.14629079694339,24.98824610666556
wheat,6.894942923338567,1.616084650297934,0.5517035372204175,0.419695524825721,65.01771157010613,DAP,114.90681640963295,17.516386295444967
rice,6.860281543520601,2.1235044337314197,0.7548325514629168,0.9920837354788085,56.80199073334814,Urea,115.28657028013865,24.98924074490587
rice,6.737222756430368,1.98342412302586,1.4681488679714079,0.4438724959562523,72.3605858502597,DAP,119.31840103414218,18.304783213363525
rice,7.005433279115282,2.262901559350043,0.7042086022333238,1.0287587605524662,45.15289463160534,Urea,111.0073134749733,29.15981395990494
wheat,5.817210210586147,1.0558041944977357,0.6557877375399783,1.2413001581973182,62.070774756982686,DAP,124.03885035307201,20.968471114909455
maize,7.261741518397857,0.8879077345355497,1.4018495995473303,1.2186902185304187,74.31603844742683,DAP,123.69256491005224,16.764370680709106
rice,7.243687055490464,2.2596329718838772,0.4328981343827497,0.6650053552452246,56.09941905231286,Urea,115.73637289829742,23.224282365684044
rice,5.558494566069118,1.8151206255560461,1.211498892137558,1.4331848161529797,65.14274225045162,DAP,124.91562106758337,20.66089873762422
rice,7.151633501129526,1.1218578600151083,1.4856786799833288,0.4716455208074692,61.41245182587462,DAP,120.65941338596815,20.250694849254145
rice,5.75773973494689,1.9846961011450184,1.3815552129295785,1.6190509122118648,60.73933071087882,DAP,117.91267538801216,20.785591324825788
rice,6.170237708518284,2.130236768960736,1.082001502447711,1.9146310943896743,58.477457330017515,Urea,126.29466844989173,20.003011731967167
maize,6.9870165125832155,1.7299564806822647,0.6768729539912783,0.9436301234417886,54.336214089560116,Urea,109.91208997804571,22.829845593551575
maize,5.821519792096616,1.8757682197598302,0.6051863774139801,1.227583010742931,43.481690086304305,Urea,103.50051975282157,28.308113094103867
rice,7.135934048238124,1.2505198088853327,1.2831061258457532,1.006256444894103,65.36841913638641,DAP,116.89870669832756,20.114765911271785
wheat,7.164268355915484,1.5773913346860782,1.3557862967420344,0.41073662448649595,57.79007154772464,Urea,111.6428601627863,24.681109127777265
maize,6.514935467521672,1.5483183414523245,0.9305218950548313,1.0173992046321856,46.151742641658295,Urea,108.43599831663643,25.78361827219636
wheat,5.512771743433667,2.1960955822615436,0.5932079289437593,1.6667524148181543,47.02202036711936,Urea,116.80759358052319,23.030357894417563
maize,6.074076266349826,2.179927960564365,0.4355318500934082,1.353582147493571,62.507451240593284,DAP,127.62330121704821,22.44231440293518
rice,6.733853836751484,2.1653609386940866,0.40461536139819737,0.5620158633842544,51.45648044892872,Urea,111.24608951611413,23.215809583254575
maize,7.462372356054847,0.5220632285249316,1.1628929368246266,1.755423183510056,53.24149140614929,Urea,106.17494521432081,23.560818000628146
rice,6.7636270540333365,1.9990909689377765,0.80414247341727,1.2497365518163885,58.52683157388151,Urea,110.66522961274325,24.91709462280378
maize,6.019607162128319,2.0173527802220095,1.3864318491334444,1.7467573787914819,44.38279176341716,Urea,109.19072529086348,24.363421551531825
rice,6.768011406199223,1.8567576457102837,1.1876055608721163,1.328354430056047,68.38936543972807,DAP,112.75443803658895,19.81267794301035
rice,6.579970759431711,2.0125293157829054,0.529512501497504,1.2955015117407038,64.33633015018694,DAP,117.0762788253718,20.61806425487233
rice,7.059690790302287,2.1839407429934177,1.0365329025788388,0.5684146963152199,61.278331290566285,DAP,122.68881430213926,23.018352043704322
rice,5.713961277653917,1.4406381082035713,0.8226065452777911,0.6677755730218047,56.693980314710885,Urea,116.32978577766484,24.70211263655078
wheat,7.022055805004056,1.5041004269768943,0.9926996769223357,1.9552404103945458,72.41093298031763,DAP,126.47986006717181,18.804398114402495
rice,6.582533157352221,0.749428113822781,1.1856829480062205,0.7655787948076332,61.10334294306393,DAP,112.6169295300348,20.94824782392002
wheat,7.4259840077179895,1.2707517660947236,1.267435057204549,1.9639233887845888,65.19322828363872,DAP,125.84149642814606,21.388776522960306
wheat,6.183744332077373,1.7867303598235686,1.312484791688069,1.2510603304388215,41.32174016163969,Urea,118.06235610192049,30.274789745797218
rice,6.765243786267896,2.060799552294549,0.6047698494864296,0.6172624753022995,53.75259319929853,Urea,116.38044477103902,23.81964216093104
wheat,7.364056211020035,0.9344181953824211,0.3373387199008292,0.5588835244059087,66.44797784720184,DAP,128.00476866143853,19.53109441699339
maize,5.7050194559813585,0.7756457983184708,1.1871536821977278,0.734182513129184,71.65835408255212,DAP,131.2488800442628,19.278834290570344
rice,7.374456974472903,1.8260840090009844,0.4276124715069295,1.8810197280405374,60.45301447127051,DAP,118.24210938114557,21.94154969935807
wheat,6.875771444601627,0.5037597670498213,0.6779035063355612,1.062640358925163,72.26250182555378,DAP,130.2883132559818,15.645830604498268
rice,5.635674118210344,0.8567451686146597,0.30458056094921654,1.032694828788663,41.3099225308367,Urea,112.50617519294255,28.08568484154395
rice,6.101927133893632,0.5581427606879075,1.1180033788819441,0.9011300177122785,62.28702731508135,DAP,114.10069341165534,18.620366987948064
rice,6.916344177290563,0.8337702357097418,0.5005584137654655,0.6352989609065415,47.36941812525727,Urea,112.78474676487353,26.53813585523971
wheat,5.634701202937544,0.8626385598510105,1.0863388916299899,1.1805619155078504,60.84746320520745,DAP,120.97567393626944,20.151475589624628
maize,6.664340920352546,1.2753471895007884,1.4900911406014066,0.6080764520178219,65.95109506078445,DAP,119.26130332993063,20.28842109013735
maize,6.1917661139059135,1.304654249373112,0.38720504593201954,1.7367683782117243,64.39742687028115,DAP,124.16910013503258,21.461959751314126
wheat,6.741831035534954,2.2485249412204755,0.3924936143417528,0.9926351780404904,65.38594236608813,DAP,123.35381464056495,25.2920239820607
rice,5.591484067625026,1.5202194249976504,0.7084561112000098,0.9996857084508742,55.911349127509425,Urea,121.3400623084116,24.71209518532102
wheat,7.2430736123047526,1.9468095312245726,1.3396638171016104,1.1584102855730496,57.00690317881023,Urea,116.1674215265489,25.6275266658416
wheat,7.446977938354793,0.7082747158405749,0.5586358425495982,1.1106043410652027,51.706048312257124,Urea,105.25445362527931,28.231681143710713
wheat,7.437755710571383,0.9508775109273877,0.7324533839164171,1.9917727568949144,70.58050598401432,DAP,119.94600606393526,19.804360038794595
rice,6.99930366348585,1.9058868819573536,0.38220648795237544,1.2726097939492842,55.07176463112435,Urea,117.29196771349972,24.049850211197093
wheat,5.760172480261264,0.6056079209370562,1.215786349510667,0.5411227260637932,60.85654213618542,DAP,131.57701876258852,19.609595141491944
rice,7.016526391858045,1.4731953244875062,0.7899676113113413,1.371003746523088,62.66136352347513,DAP,128.1463640996609,20.96833107815667
wheat,5.549173832917603,1.6987379313258677,1.2110984796730113,0.642534868591808,52.16431586379265,Urea,120.71760376732624,22.90452978159048
maize,5.5442471030579945,1.704291288104962,1.384329413216154,0.4495002315701472,59.6173266964059,Urea,127.2492096362816,21.31268429082946
wheat,6.147220438299082,0.5458656225360841,0.5793157765215464,1.953187445883597,57.68711967450633,Urea,128.78406543728434,26.435190850033038
wheat,6.477286380809332,1.144216008458371,1.2688752364079416,1.6376622264553022,63.631397274269354,DAP,117.43822627684749,21.139823836119174
maize,7.040814835615587,1.772981302098308,0.3709126680939039,1.9681743878620273,57.48890994278315,Urea,117.43777105115487,21.00152786173284
rice,6.866590753213011,0.7979994722984869,1.3786168658162967,1.164605516835588,55.21316725707919,Urea,117.63666133561318,26.18511673225885
rice,6.391805412753497,1.8908312966561065,1.0809222570704968,1.2516120498383618,72.37076258010731,DAP,133.70273766468063,20.199322178442706
wheat,6.047253332563332,1.991850417627349,1.3490720689660218,0.6693391294706084,53.57496669377557,Urea,111.22300645076757,25.942816977068123
maize,7.494249000315422,2.463938380892291,0.30022607946789825,0.795051882668137,53.25707122400584,Urea,104.7859688138238,20.010618226593458
rice,6.352362604471946,0.9196839897128188,0.5028972844271911,1.7416787438445254,67.88161026808288,DAP,124.07406419401352,23.532858835018107
